tourlist_name,addr,rates,visitors,reviews
거린사슴전망대,제주특별자치도 서귀포시 1100로 791 (대포동),,,
거림계곡,경상남도 산청군 시천면 세석길,,,
거문대교,전라남도 여수시 삼산면 동도리,,,
거문도,전라남도 여수시 삼산면 거문길 103,,,
거문도 등대,전라남도 여수시 거문도등대길 299 항로표지관리소,,,
거문도 신선바위,전라남도 여수시 삼산면 거문리,,,
거문도(유림)해수욕장,전라남도 여수시 삼산면 거문도등대길 56,,,
거문산,강원특별자치도 평창군 대화면 대화리 산 560,,,
거문오름 [세계자연유산],제주특별자치도 제주시 조천읍 선교로 569-36,,,
거북공원,경상남도 김해시 내외로 67,,,
거북바위,인천광역시 중구 선녀바위로 68-2,,,
"거북바위 및 향나무 자생지 (울릉도, 독도 국가지질공원)",경상북도 울릉군 서면 울릉순환로 1049,,,
거북선공원,전라남도 여수시 거북선공원2길 10,,,
거북선나루터,서울 용산구 이촌동 302-183,,,
거북선대교,전라남도 여수시 종화동,,,
거북선마을,경상남도 사천시 용현면 사천대교로 75-61,,,
거북섬,경기 시흥시 정왕동 2724,,,
거북이마을,충청남도 홍성군 구항면 거북로 436,,,
"거슨세미(세미오름, 샘오름)",제주특별자치도 제주시 구좌읍 비자림로,,,
거열산성군립공원,경상남도 거창군 거창읍 거안로 1173-47,,,
거일1리 어촌체험마을,경상북도 울진군 울진대게로 671 어촌체험마을회관,,,
거잠포선착장,인천광역시 중구 잠진도길 11,,,
거잠포해변,인천광역시 중구 잠진도길 11,,,
거전마을 [농촌체험],충청남도 부여군 은산면 지천로525번길 7-14,,,
거제 계도어촌체험마을,경상남도 거제시 사등면 가조로 837,,,
거제 관광모노레일,경상남도 거제시 계룡로 61,,,
거제 구조라관광어촌마을,경상남도 거제시 일운면 구조라로4길 3-1,,,
거제 둔덕기성.사등성지.오량성,경상남도 거제시 둔덕면 거림리,,,
거제 명진리 느티나무,경상남도 거제시 거제면 명진리 220,,,
거제 쌍근어촌체험마을,경상남도 거제시 남부면 남부해안로 1094,,,
거제 어구낚시마을,경상남도 거제시 어구길 4-1,,,
거제 옥화마을,경상남도 거제시 일운면 옥림4길 11,,,
거제 외간리 동백나무,경상남도 거제시 거제면 외간리,,,
거제 우제봉전망대,경상남도 거제시 남부면 해금강3길 23,,,
거제 유호리전망대,경남 거제시 장목면 유호리 산 85-2,,,
거제 윤돌섬,경상남도 거제시 일운면 구조라리,,,
거제 학동리 동백나무 숲 및 팔색조 번식지,경상남도 거제시 동부면 거제대로 684-22,,,
거제대교,경상남도 거제시 사등면 덕호리,,,
거제도,경상남도 거제시 거제면 거제도,,,
거제도 포로수용소 유적공원,경상남도 거제시 계룡로 61,,,
거제도 해금강,경상남도 거제시 남부면 갈곶리,,,
거제도해수보양온천,경상남도 거제시 수양로 507,,,
거제도해초쑥 영농조합법인,경상남도 거제시 아주1로 96-1,,,
거제맹종죽테마공원,경상남도 거제시 하청면 거제북로 700,,,
거제시관광기념품조합,경상남도 거제시 탑곡로 92,,,
거제시농업개발원,경상남도 거제시 거제면 거제남서로 3577,,,
거제식물원,경상남도 거제시 거제면 거제남서로 3595,,,
거제식물원(거제정글돔),경상남도 거제시 거제면 거제남서로 3595,,,
거제자연예술랜드,경상남도 거제시 동부면 동부로 209,,,
거제자연휴양림,경상남도 거제시 거제중앙로 325 거제자연휴양림,,,
거제저도유람선,경상남도 거제시 장목면 거제북로 2633-15,,,
거제칠천도크루즈유람선,경상남도 거제시 하청면 어온4길 24,,,
거제케이블카,경상남도 거제시 거제중앙로 288,,,
거제향교,경상남도 거제시 거제면 기성로7길 10,,,
거제현 관아,경상남도 거제시 거제면 읍내로2길 22,,,
거조사,경상북도 영천시 청통면 거조길 400-67,,,
거진 등대,강원특별자치도 고성군 거진읍 등대길 17-2,,,
거진11리해변,강원특별자치도 고성군 거진읍 거진리,,,
거진1리해변,강원특별자치도 고성군 거진읍 거진1리,,,
거진등대해맞이공원,강원특별자치도 고성군 거진읍 거탄진로209번길 19,,,
거진항,강원특별자치도 고성군 거진읍 거진항1길 62-3,,,
거차뻘배마을,전라남도 순천시 별량면 거차길 57-16,,,
거창 Y자형 출렁다리,경상남도 거창군 가조면 의상봉길 830,,,
거창 갈계리 삼층석탑,경상남도 거창군 북상면 갈계리,,,
거창 갈계리 임씨고가,경상남도 거창군 북상면 샘골길 6,,,
거창 감악사지 부도,경상남도 거창군 신원면,,,
거창 강남사지 석조여래입상,경상남도 거창군 위천면 상천리,,,
거창 거기리 성황단,경상남도 거창군 주상면 거기리,,,
거창 내오리 지석묘,경상남도 거창군 주상면,,,
거창 농산리 석조여래입상,경상남도 거창군 북상면 농산리,,,
거창 당동당산,경상남도 거창군 가조면 장군봉1길 439-42,,,
거창 동계 종택(정온선생고택),경상남도 거창군 위천면 강동1길 13,,,
거창 동호리 이씨고가,경상남도 거창군 웅양면 동호1길 217,,,
거창 둔마리 벽화 고분,경상남도 거창군 남하면 대촌1길,,,
거창 무릉리 정씨고가,경상남도 거창군 남하면 무릉3길 19-16,,,
거창 서변마을,경상남도 거창군 거창읍 주곡로 220-14,,,
거창 솔향기돌담마을,경상남도 거창군 웅양면 동호3길 20,,,
거창 수승대,경상남도 거창군 위천면 은하리길 2,,,
거창 요수정,경상남도 거창군 위천면 은하리길 100,,,
거창 항노화힐링랜드,경상남도 거창군 가조면 의상봉길 830,,,
거창 황금원숭이마을,경상남도 거창군 위천면 상천길 50-159,,,
거창 황산리 신씨고가,경상남도 거창군 위천면 황산1길 109-5,,,
거창 황산마을 옛 담장,경상남도 거창군 위천면 황산1길 109-5,,,
거창목재문화체험장,경상남도 거창군 송계로 487,,,
거창사건추모공원,경상남도 거창군 신원면 신차로 2924,,,
거창은행나무길,경상남도 거창군 의동1길 36,,,
거창창포원,경상남도 거창군 남상면 창포원길 21-1,,,
거창향교,경상남도 거창군 거창읍 성산길 34,,,
건강장수연구소 쉴랜드,전라북도 순창군 인계면 인덕로 427-128,,,
건계정,경상남도 거창군 거창읍 거안로 1173-21,,,
건봉령승호대,강원특별자치도 춘천시 북산면 부귀리 산59-8,,,
건봉사,강원특별자치도 고성군 거진읍 건봉사로 723,,,
건지공원,인천광역시 서구 건지로334번길 47,,,
건지마을,충청북도 충주시 건지길 134 건지마을회관,,,
건지산,전라북도 전주시 덕진구,,,
건천편백나무숲,경상북도 경주시 건천읍 단석로 1694,,,
건청궁,서울특별시 종로구 사직로 161,,,
건평항,인천 강화군 양도면 건평리 623-16,,,
걸시오름,제주특별자치도 제주시 연동 산150,,,
걸포중앙공원,경기도 김포시 걸포로 80-46,,,
검계서원,충청남도 천안시 동남구 풍세면 금호1길 117-10,,,
검단산,경기도 하남시 천현동,,,
검룡소 (강원고생대 국가지질공원),강원특별자치도 태백시 창죽동,,,
검멀레해변,제주특별자치도 제주시 우도면 우도해안길,,,
검무산,경상북도 안동시 풍천면 갈전리,,,
검봉산자연휴양림,강원특별자치도 삼척시 원덕읍 임원안길 525-145,,,
검성지생태공원,경상북도 구미시 황상동,,,
검암서원,충청북도 청주시 상당구 가덕면 병암리 215-2,,,
검은낭,인천광역시 옹진군 대청면 대청리,,,
것대산,충청북도 청주시 상당구 산성동,,,
격포마을,전라북도 부안군 변산면 격포항길 64-18,,,
격포항,전라북도 부안군 변산면 격포리 788-15,,,
격포해수욕장,전라북도 부안군 변산면 변산해변로 29-14,,,
견두산,전라북도 남원시 수지면 고평리,,,
견훤산성,경상북도 상주시 화북면 장암리,,,
결성동헌,충청남도 홍성군 결성면 읍내리,,,
결성향교,충청남도 홍성군 결성면 홍남서로707번길 21-8,,,
겸면목화공원,전라남도 곡성군 겸면,,,
겸천서원,전라남도 순천시 주암면 죽림리,,,
경각산,전라북도 완주군 구이면 광곡리,,,
경광서원,경상북도 안동시 서후면 금계3길 131-24,,,
경국사(서울),서울특별시 성북구 보국문로 113-10,,,
경극고택,대구광역시 동구 옻골로 195-3,,,
경기 남양주 조안 [슬로시티],경기도 남양주시 조안면 북한강로 413,,,
경기광주 한옥마을,경기도 광주시 새오개길 39,,,
경기도국민안전체험관,경기도 오산시 내삼미동,,,
경기미래교육 양평캠퍼스,경기도 양평군 용문면 연수로 209,,,
경기미래교육 파주캠퍼스,경기도 파주시 탄현면 얼음실로 40,,,
경기전,전라북도 전주시 완산구 태조로 44,,,
경기전 옆 사진관,전라북도 전주시 완산구 경기전길 45 (풍남동1가),,,
경기콘텐츠 코리아 랩,경기도 성남시 분당구 대왕판교로645번길 12,,,
경남 하동 악양면 [슬로시티],경상남도 하동군 악양면 악양서로 357,,,
경동성당,전라남도 목포시 경동2가,,,
경리단길,서울특별시 용산구 이태원동,,,
경반계곡,경기도 가평군 가평읍 경반안로 454,,,
경백사,경상남도 사천시 용현면 온정2길 42,,,
경복궁,서울특별시 종로구 사직로 161,,,
경북 상주 함창·이안·공검면 [슬로시티],경상북도 상주시 함창읍 함창중앙로 135,,,
경북 청송 주왕산면·파천면 [슬로시티],경상북도 청송군 부동면,,,
경북전통음식체험관 모심정,경상북도 문경시 마성면 봉생1길 13,,,
경북천년숲정원,경상북도 경주시 통일로 366-4 가든센터,,,
경산 임당동과 조영동 고분군,경상북도 경산시 청운2로9길,,,
경산서당,경상북도 경주시 강동면 양동마을안길 55,,,
경산향교,경상북도 경산시 향교길 14-19,,,
경상감영공원,대구광역시 중구 경상감영길 99,,,
경상남도수목원,경상남도 진주시 이반성면 수목원로 386,,,
경상남도안전체험관,경상남도 합천군 용주면 고품부흥1길 10-28,,,
경상북도 산림환경연구원,경상북도 경주시 통일로 367,,,
경상북도교육청 경주안전체험관,경상북도 경주시 안강읍 안현로 1853-12,,,
경상북도수목원,경상북도 포항시 북구 죽장면 수목원로 647,,,
경성 부민관 폭탄 의거지,서울특별시 중구 세종대로 125,,,
경안근린공원,경기도 광주시 경안로98번길 30,,,
경안천 습지생태공원,경기도 광주시 퇴촌면 정자동길 119,,,
경암근린공원,광주광역시 광산구 하남대로54번안길 133,,,
경암동 철길마을,전라북도 군산시 경촌4길 14,,,
경앙사,경기도 안성시 양성면 덕봉리,,,
경양서원,경상북도 김천시 구성면 광명3길 105,,,
경운동민병옥가옥,서울특별시 종로구 인사동10길 23-9,,,
경의선책거리,서울특별시 마포구 와우산로37길 35,,,
경인 아라뱃길,인천광역시 서구 정서진1로 41,,,
경인아라뱃길 검암공원,인천광역시 서구 시천동 162-134,,,
경인아라뱃길 다남공원,인천광역시 계양구 장기서로 29,,,
경인아라뱃길 매화동산,인천광역시 서구 시천동,,,
경인아라뱃길 시천공원,인천광역시 서구 시천동,,,
경인아라뱃길 아라타워 전망대,인천광역시 서구 정서진1로 41,,,
경인아라뱃길귤현나루,인천광역시 계양구 정서진로 1247,,,
경인아라뱃길유람선 현대크루즈호,경기도 김포시 고촌읍 아라육로270번길 74,,,
경장각,광주광역시 광산구 용아로 460,,,
경정리 백악기 퇴적암 (경북 동해안 국가지질공원),경상북도 영덕군 축산면 경정리,,,
경정마을(차유어촌체험마을),경상북도 영덕군 축산면 경정리,,,
경정항,경상북도 영덕군 축산면 영덕대게로 1735,,,
경정해수욕장,경상북도 영덕군 축산면 영덕대게로 1726,,,
경주 감은사지,경상북도 경주시 양북면 용당리,,,
경주 경덕왕릉,경상북도 경주시 내남면 부지리,,,
경주 경애왕릉,경상북도 경주시 배동,,,
경주 계림,경상북도 경주시 교동,,,
경주 골굴암 마애여래좌상,경상북도 경주시 양북면 기림로 101-5,,,
경주 교촌마을,경상북도 경주시 교촌길 39-2,,,
경주 구정동 방형분,경상북도 경주시 불국로 15-5,,,
경주 굴불사지 석조사면불상,경상북도 경주시 산업로 4214-76,,,
경주 금척리 고분군,경상북도 경주시 건천읍 금척리,,,
경주 김유신묘,경상북도 경주시 충효2길 44-7,,,
경주 나정,경상북도 경주시 탑동,,,
경주 남산,경상북도 경주시 남산동,,,
경주 남산 미륵곡 석조여래좌상,경상북도 경주시 갯마을길 41-30,,,
경주 남산 불곡 마애여래좌상,경상북도 경주시 인왕동,,,
